uri:ID,:LABEL,preferredLabel,description,skillType,reuseLevel,status,collection,coverageLevel,isUnderutilized,code
http://data.europa.eu/esco/skill/4dfda994-f9a2-4cbd-b224-0ab036e69d6e,LanguageSkill,interact verbally in Romanian,Communicate orally in Romanian.,skill/competence,transversal,released,Language,low,True,LANG_4dfda994-f9a2-4cbd-b224-0ab036e69d6e
http://data.europa.eu/esco/skill/4ff6df71-6988-4300-8966-9fabb2b59186,LanguageSkill,understand written French,Read and comprehend written texts in French.,skill/competence,transversal,released,Language,low,True,LANG_4ff6df71-6988-4300-8966-9fabb2b59186
http://data.europa.eu/esco/skill/50d8a1ff-659a-4671-be48-369242b2a3be,LanguageSkill,write Bihari,Compose written texts in Bihari.,skill/competence,transversal,released,Language,low,True,LANG_50d8a1ff-659a-4671-be48-369242b2a3be
http://data.europa.eu/esco/skill/520b5278-eb9a-4c7d-a80d-a129ffb103da,LanguageSkill,interact verbally in Hungarian,Communicate orally in Hungarian.,skill/competence,transversal,released,Language,low,True,LANG_520b5278-eb9a-4c7d-a80d-a129ffb103da
http://data.europa.eu/esco/skill/52894650-9077-40f0-96d6-6f07d1a6cafa,LanguageSkill,write German,Compose written texts in German.,skill/competence,transversal,released,Language,low,True,LANG_52894650-9077-40f0-96d6-6f07d1a6cafa
http://data.europa.eu/esco/skill/529d9a4f-5b96-4952-b9e6-114213366565,LanguageSkill,understand spoken Georgian,Comprehend orally expressed Georgian.,skill/competence,transversal,released,Language,low,True,LANG_529d9a4f-5b96-4952-b9e6-114213366565
http://data.europa.eu/esco/skill/562c4f04-4f58-4c28-bcc4-49307786067b,LanguageSkill,interact verbally in Danish,Communicate orally in Danish.,skill/competence,transversal,released,Language,low,True,LANG_562c4f04-4f58-4c28-bcc4-49307786067b
http://data.europa.eu/esco/skill/57cc6587-7efe-4ba5-982f-ac15ce1617ac,LanguageSkill,Occitan,The ​Occitan language.,knowledge,transversal,released,Language,low,True,LANG_57cc6587-7efe-4ba5-982f-ac15ce1617ac
http://data.europa.eu/esco/skill/584c13e8-fd06-4ca3-a45b-cca5b2f147a7,LanguageSkill,Portuguese,The Portuguese language. Portuguese is an official and working language of the EU.,knowledge,transversal,released,Language,low,True,LANG_584c13e8-fd06-4ca3-a45b-cca5b2f147a7
http://data.europa.eu/esco/skill/585824c4-ef01-49fd-9b14-be00162a2387,LanguageSkill,understand written Persian,Read and comprehend written texts in Persian.,skill/competence,transversal,released,Language,low,True,LANG_585824c4-ef01-49fd-9b14-be00162a2387
http://data.europa.eu/esco/skill/5885fe45-0fd8-4eea-ac55-f46d46a44e6c,LanguageSkill,interact verbally in Albanian,Communicate orally in ​Albanian.,skill/competence,transversal,released,Language,low,True,LANG_5885fe45-0fd8-4eea-ac55-f46d46a44e6c
http://data.europa.eu/esco/skill/58cabf75-2520-4358-a210-2cbc628f4aa2,LanguageSkill,Persian,The Persian language.,knowledge,transversal,released,Language,low,True,LANG_58cabf75-2520-4358-a210-2cbc628f4aa2
http://data.europa.eu/esco/skill/59ac89d7-12bb-470d-818b-222963d1c357,LanguageSkill,interact verbally in Gujarati,Communicate orally in Gujarati.,skill/competence,transversal,released,Language,low,True,LANG_59ac89d7-12bb-470d-818b-222963d1c357
http://data.europa.eu/esco/skill/5a6ac2a6-6aa3-4b68-b2ef-b2491fb146c1,LanguageSkill,write Welsh,Compose written texts in Welsh.,skill/competence,transversal,released,Language,low,True,LANG_5a6ac2a6-6aa3-4b68-b2ef-b2491fb146c1
http://data.europa.eu/esco/skill/5b9694a6-58b0-4179-a1bd-4bcda0352ca1,LanguageSkill,write Macedonian,Compose written texts in Macedonian.,skill/competence,transversal,released,Language,low,True,LANG_5b9694a6-58b0-4179-a1bd-4bcda0352ca1
http://data.europa.eu/esco/skill/5bfce8e7-6f22-4e67-9018-0e4161620f3a,LanguageSkill,Azerbaijani,The Azerbaijani language.,knowledge,transversal,released,Language,low,True,LANG_5bfce8e7-6f22-4e67-9018-0e4161620f3a
http://data.europa.eu/esco/skill/5de39924-769c-4301-82a5-525358dffe50,LanguageSkill,Latvian,The Latvian language. Latvian is an official and working language of the EU.,knowledge,transversal,released,Language,low,True,LANG_5de39924-769c-4301-82a5-525358dffe50
http://data.europa.eu/esco/skill/5dfc81aa-c395-4e88-a0e0-a2fbb681ecc0,LanguageSkill,write French,Compose written texts in French.,skill/competence,transversal,released,Language,low,True,LANG_5dfc81aa-c395-4e88-a0e0-a2fbb681ecc0
http://data.europa.eu/esco/skill/5ec5c4f7-1b6d-4642-8470-567e666952a8,LanguageSkill,write Galician,Compose written texts in ​Galician.,skill/competence,transversal,released,Language,low,True,LANG_5ec5c4f7-1b6d-4642-8470-567e666952a8
http://data.europa.eu/esco/skill/5f1e9642-588c-4882-8c90-20c33cc78bc1,LanguageSkill,understand spoken Italian,Comprehend orally expressed Italian.,skill/competence,transversal,released,Language,low,True,LANG_5f1e9642-588c-4882-8c90-20c33cc78bc1
http://data.europa.eu/esco/skill/5f81f163-7c84-4254-962f-69257cfa9ef5,LanguageSkill,understand written Gujarati,Read and comprehend written texts in Gujarati.,skill/competence,transversal,released,Language,low,True,LANG_5f81f163-7c84-4254-962f-69257cfa9ef5
http://data.europa.eu/esco/skill/5fd4e27b-49de-4609-ae44-91e47ee3d168,LanguageSkill,write Telugu,Compose written texts in Telugu.,skill/competence,transversal,released,Language,low,True,LANG_5fd4e27b-49de-4609-ae44-91e47ee3d168
http://data.europa.eu/esco/skill/60bb7483-e0a1-4016-a6f3-6b95261ab615,LanguageSkill,understand spoken Azerbaijani,Comprehend orally expressed Azerbaijani.,skill/competence,transversal,released,Language,low,True,LANG_60bb7483-e0a1-4016-a6f3-6b95261ab615
http://data.europa.eu/esco/skill/614dcf69-dc56-4cab-bcb1-5bed1b389516,LanguageSkill,understand spoken Armenian,Comprehend orally expressed Armenian.,skill/competence,transversal,released,Language,low,True,LANG_614dcf69-dc56-4cab-bcb1-5bed1b389516
http://data.europa.eu/esco/skill/61809be5-6787-46f0-9583-ac3287e17bd6,LanguageSkill,interact verbally in Marathi,Communicate orally  in Marathi.,skill/competence,transversal,released,Language,low,True,LANG_61809be5-6787-46f0-9583-ac3287e17bd6
http://data.europa.eu/esco/skill/61c14f06-9edf-44c3-96af-dcecda598853,LanguageSkill,write Latvian,Compose written texts in Latvian.,skill/competence,transversal,released,Language,low,True,LANG_61c14f06-9edf-44c3-96af-dcecda598853
http://data.europa.eu/esco/skill/61ea50d7-db19-4160-8da4-1d7bec68bec3,LanguageSkill,write Slovenian,Compose written texts in Slovenian.,skill/competence,transversal,released,Language,low,True,LANG_61ea50d7-db19-4160-8da4-1d7bec68bec3
http://data.europa.eu/esco/skill/633b72c4-1da1-45ae-b989-4d1a5bcab1a7,LanguageSkill,understand spoken Catalan,Comprehend orally expressed ​Catalan.,skill/competence,transversal,released,Language,low,True,LANG_633b72c4-1da1-45ae-b989-4d1a5bcab1a7
http://data.europa.eu/esco/skill/64fe09ac-f419-4c04-8997-d1dde2e31bfc,LanguageSkill,Telugu,The Telugu language.,knowledge,transversal,released,Language,low,True,LANG_64fe09ac-f419-4c04-8997-d1dde2e31bfc
http://data.europa.eu/esco/skill/64ff8d5f-58a8-4efb-af5a-e161854b3e9a,LanguageSkill,understand spoken English,Comprehend orally expressed English.,skill/competence,transversal,released,Language,low,True,LANG_64ff8d5f-58a8-4efb-af5a-e161854b3e9a
http://data.europa.eu/esco/skill/65a24ec1-e173-4bd6-b160-270346e0f4bf,LanguageSkill,write Irish,Compose written texts in Irish.,skill/competence,transversal,released,Language,low,True,LANG_65a24ec1-e173-4bd6-b160-270346e0f4bf
http://data.europa.eu/esco/skill/65d796ba-2cac-41b0-abfb-1f2f980a4893,LanguageSkill,interact verbally in Luxembourgish,Communicate orally in Luxembourgish.,skill/competence,transversal,released,Language,low,True,LANG_65d796ba-2cac-41b0-abfb-1f2f980a4893
http://data.europa.eu/esco/skill/66120d64-6f0f-4b89-8c4f-cd271f8cb7ca,LanguageSkill,understand spoken Romani,Comprehend orally expressed Romani.,skill/competence,transversal,released,Language,low,True,LANG_66120d64-6f0f-4b89-8c4f-cd271f8cb7ca
http://data.europa.eu/esco/skill/66212ff2-34b9-4812-be58-f53a0b751863,LanguageSkill,Galician,The ​Galician language.,knowledge,transversal,released,Language,low,True,LANG_66212ff2-34b9-4812-be58-f53a0b751863
http://data.europa.eu/esco/skill/67e9583d-621a-42bd-8381-4e85c9e0923a,LanguageSkill,interact verbally in Norwegian,Communicate orally in Norwegian.,skill/competence,transversal,released,Language,low,True,LANG_67e9583d-621a-42bd-8381-4e85c9e0923a
http://data.europa.eu/esco/skill/6891bbce-20bf-4afc-bd5e-75bdf54c0165,LanguageSkill,Russian,The Russian language.,knowledge,transversal,released,Language,low,True,LANG_6891bbce-20bf-4afc-bd5e-75bdf54c0165
http://data.europa.eu/esco/skill/69eb9999-814b-4293-8d6c-633e49f64de4,LanguageSkill,write Swedish,Compose written texts in Swedish.,skill/competence,transversal,released,Language,low,True,LANG_69eb9999-814b-4293-8d6c-633e49f64de4
http://data.europa.eu/esco/skill/6b7968ae-34fc-44cf-bbe4-28bded032004,LanguageSkill,understand spoken Portuguese,Comprehend orally expressed Portuguese.,skill/competence,transversal,released,Language,low,True,LANG_6b7968ae-34fc-44cf-bbe4-28bded032004
http://data.europa.eu/esco/skill/6b99d4ad-f0aa-44bb-a75e-a65c32fc5d2f,LanguageSkill,understand written Romani,Read and comprehend written texts in Romani.,skill/competence,transversal,released,Language,low,True,LANG_6b99d4ad-f0aa-44bb-a75e-a65c32fc5d2f
http://data.europa.eu/esco/skill/6bc58e91-1827-4dc7-a9cf-2311edcba0ec,LanguageSkill,Croatian,The Croatian language. Croatian is an official and working language of the EU.,knowledge,transversal,released,Language,low,True,LANG_6bc58e91-1827-4dc7-a9cf-2311edcba0ec
http://data.europa.eu/esco/skill/6be5f174-9b46-4b76-9aa1-177f3845b615,LanguageSkill,interact verbally in Latvian,Communicate orally in Latvian.,skill/competence,transversal,released,Language,low,True,LANG_6be5f174-9b46-4b76-9aa1-177f3845b615
http://data.europa.eu/esco/skill/6c619869-46b6-4a52-8889-1fc737546b36,LanguageSkill,understand written Ancient Greek,Read and comprehend written texts in Ancient Greek.,skill/competence,transversal,released,Language,low,True,LANG_6c619869-46b6-4a52-8889-1fc737546b36
http://data.europa.eu/esco/skill/6d3edede-8951-4621-a835-e04323300fa0,LanguageSkill,English,The English language. English is an official and working language of the EU.,knowledge,transversal,released,Language,low,True,LANG_6d3edede-8951-4621-a835-e04323300fa0
http://data.europa.eu/esco/skill/6d4feb44-401c-480d-a05b-02ca8b38d7cd,LanguageSkill,write Malay,Compose written texts in Malay.,skill/competence,transversal,released,Language,low,True,LANG_6d4feb44-401c-480d-a05b-02ca8b38d7cd
http://data.europa.eu/esco/skill/6f34bd05-1297-4913-92ff-85a604242b2f,LanguageSkill,Berber,The language family of Berber languages.,knowledge,transversal,released,Language,low,True,LANG_6f34bd05-1297-4913-92ff-85a604242b2f
http://data.europa.eu/esco/skill/6f55e44d-4494-4079-9b8d-01ac6912529e,LanguageSkill,Belarusian,The Belarusian language.,knowledge,transversal,released,Language,low,True,LANG_6f55e44d-4494-4079-9b8d-01ac6912529e
http://data.europa.eu/esco/skill/702d3840-308a-4d4a-ab61-f40f87d47fff,LanguageSkill,interact verbally in Chinese,Communicate orally in Chinese.,skill/competence,transversal,released,Language,low,True,LANG_702d3840-308a-4d4a-ab61-f40f87d47fff
http://data.europa.eu/esco/skill/7077db13-08c2-4482-918c-e6291e04f82b,LanguageSkill,understand written Japanese,Read and comprehend written texts in Japanese.,skill/competence,transversal,released,Language,low,True,LANG_7077db13-08c2-4482-918c-e6291e04f82b
http://data.europa.eu/esco/skill/741ef95e-f1cf-4cf4-a021-b293e25eb005,LanguageSkill,interact verbally in Maltese,Communicate orally in Maltese.,skill/competence,transversal,released,Language,low,True,LANG_741ef95e-f1cf-4cf4-a021-b293e25eb005
http://data.europa.eu/esco/skill/74e261bb-9a84-438b-9c6c-42e2a46613dc,LanguageSkill,interact verbally in Bulgarian,Communicate orally in Bulgarian.,skill/competence,transversal,released,Language,low,True,LANG_74e261bb-9a84-438b-9c6c-42e2a46613dc
http://data.europa.eu/esco/skill/7629db63-5922-42fa-8c80-9575526f7326,LanguageSkill,write Greek,Compose written texts in Greek.,skill/competence,transversal,released,Language,low,True,LANG_7629db63-5922-42fa-8c80-9575526f7326
http://data.europa.eu/esco/skill/76506870-aeac-4bc2-96b2-cbc6702601ea,LanguageSkill,write Norwegian,Compose written texts in Norwegian.,skill/competence,transversal,released,Language,low,True,LANG_76506870-aeac-4bc2-96b2-cbc6702601ea
http://data.europa.eu/esco/skill/767f8edf-372a-490b-9346-54de0ba8c654,LanguageSkill,understand spoken Slovenian,Comprehend orally expressed Slovenian.,skill/competence,transversal,released,Language,low,True,LANG_767f8edf-372a-490b-9346-54de0ba8c654
http://data.europa.eu/esco/skill/768e19df-be76-4e55-9120-8d1b07306293,LanguageSkill,understand written Telugu,Read and comprehend written texts in Telugu.,skill/competence,transversal,released,Language,low,True,LANG_768e19df-be76-4e55-9120-8d1b07306293
http://data.europa.eu/esco/skill/78001945-0117-4dc7-ae8e-6c6800f1ffd8,LanguageSkill,understand written Berber,Read and comprehend written texts in Berber.,skill/competence,transversal,released,Language,low,True,LANG_78001945-0117-4dc7-ae8e-6c6800f1ffd8
http://data.europa.eu/esco/skill/7866045d-4d36-45e6-aa60-a8107f43e5b1,LanguageSkill,interact verbally in Irish,Communicate orally in Irish.,skill/competence,transversal,released,Language,low,True,LANG_7866045d-4d36-45e6-aa60-a8107f43e5b1
http://data.europa.eu/esco/skill/790a0f2a-5250-4b6b-a013-c23160fcea65,LanguageSkill,interact verbally in Punjabi,Communicate orally in Punjabi.,skill/competence,transversal,released,Language,low,True,LANG_790a0f2a-5250-4b6b-a013-c23160fcea65
http://data.europa.eu/esco/skill/79444b07-be9c-4cf9-ac91-04e52b2ac1a0,LanguageSkill,understand spoken Slovak,Comprehend orally expressed Slovak.,skill/competence,transversal,released,Language,low,True,LANG_79444b07-be9c-4cf9-ac91-04e52b2ac1a0
http://data.europa.eu/esco/skill/7a86907d-1fd5-4e8f-b0f1-f366a14f6f6d,LanguageSkill,Javanese,The Javanese language.,knowledge,transversal,released,Language,low,True,LANG_7a86907d-1fd5-4e8f-b0f1-f366a14f6f6d
http://data.europa.eu/esco/skill/7bd84008-afc2-4f72-8b49-a1dc4723d479,LanguageSkill,understand spoken Finnish,Comprehend orally expressed Finnish.,skill/competence,transversal,released,Language,low,True,LANG_7bd84008-afc2-4f72-8b49-a1dc4723d479
http://data.europa.eu/esco/skill/7c16e933-2a3f-40e8-855c-f9e5c5a56199,LanguageSkill,understand written Walloon,Read and comprehend written texts in ​Walloon.,skill/competence,transversal,released,Language,low,True,LANG_7c16e933-2a3f-40e8-855c-f9e5c5a56199
http://data.europa.eu/esco/skill/7c2e97a5-ac3d-4c01-9a3b-2e395f45d34a,LanguageSkill,write Croatian,Compose written texts in Croatian.,skill/competence,transversal,released,Language,low,True,LANG_7c2e97a5-ac3d-4c01-9a3b-2e395f45d34a
http://data.europa.eu/esco/skill/7c946ebd-21de-4b08-af66-dff0356b5ad1,LanguageSkill,understand written Belarusian,Read and comprehend written texts in Belarusian.,skill/competence,transversal,released,Language,low,True,LANG_7c946ebd-21de-4b08-af66-dff0356b5ad1
http://data.europa.eu/esco/skill/7d16f1e4-1003-4f1f-9595-5cafb25a67df,LanguageSkill,Luxembourgish,The Luxembourgish language.,knowledge,transversal,released,Language,low,True,LANG_7d16f1e4-1003-4f1f-9595-5cafb25a67df
http://data.europa.eu/esco/skill/7da256db-ea36-43e3-ba4c-286b598628d5,LanguageSkill,interact verbally in Belarusian,Communicate orally in Belarusian.,skill/competence,transversal,released,Language,low,True,LANG_7da256db-ea36-43e3-ba4c-286b598628d5
http://data.europa.eu/esco/skill/7e2c0de4-240d-4c6f-9336-56c0ac349212,LanguageSkill,understand written Polish,Read and comprehend written texts in Polish.,skill/competence,transversal,released,Language,low,True,LANG_7e2c0de4-240d-4c6f-9336-56c0ac349212
http://data.europa.eu/esco/skill/7ed08054-550c-4206-a991-1718dcb68658,LanguageSkill,understand written Bihari,Read and comprehend written texts in Bihari.,skill/competence,transversal,released,Language,low,True,LANG_7ed08054-550c-4206-a991-1718dcb68658
http://data.europa.eu/esco/skill/7ee20fe2-facd-4cc5-837b-927429e0e7ac,LanguageSkill,understand written English,Read and comprehend written texts in English.,skill/competence,transversal,released,Language,low,True,LANG_7ee20fe2-facd-4cc5-837b-927429e0e7ac
http://data.europa.eu/esco/skill/7ee51257-8947-4b69-9bdf-322baf0a6398,LanguageSkill,Swedish,The Swedish language. Swedish is an official and working language of the EU.,knowledge,transversal,released,Language,low,True,LANG_7ee51257-8947-4b69-9bdf-322baf0a6398
http://data.europa.eu/esco/skill/7f030a50-030e-429e-8f50-02186b27f7ea,LanguageSkill,understand written Montenegrin,Read and comprehend written texts in Montenegrin.,skill/competence,transversal,released,Language,low,True,LANG_7f030a50-030e-429e-8f50-02186b27f7ea
http://data.europa.eu/esco/skill/8024130b-1359-485d-b40f-9b31e25d7c17,LanguageSkill,understand spoken Bengali,Comprehend orally expressed Bengali.,skill/competence,transversal,released,Language,low,True,LANG_8024130b-1359-485d-b40f-9b31e25d7c17
http://data.europa.eu/esco/skill/81192ed1-cabc-48c5-bbc3-9ff06d3f2958,LanguageSkill,understand spoken Korean,Comprehend orally expressed Korean.,skill/competence,transversal,released,Language,low,True,LANG_81192ed1-cabc-48c5-bbc3-9ff06d3f2958
http://data.europa.eu/esco/skill/829f6eb5-0b26-4152-8eb3-82dd32b2b6f2,LanguageSkill,Norwegian,The Norwegian language.,knowledge,transversal,released,Language,low,True,LANG_829f6eb5-0b26-4152-8eb3-82dd32b2b6f2
http://data.europa.eu/esco/skill/84e1df68-529a-4dbf-9557-5c50de5b27c3,LanguageSkill,understand written Hindi,Read and comprehend written texts in Hindi.,skill/competence,transversal,released,Language,low,True,LANG_84e1df68-529a-4dbf-9557-5c50de5b27c3
http://data.europa.eu/esco/skill/87087740-89b7-4d0c-a3a1-99c573c81b62,LanguageSkill,understand spoken Marathi,Comprehend orally expressed Marathi.,skill/competence,transversal,released,Language,low,True,LANG_87087740-89b7-4d0c-a3a1-99c573c81b62
http://data.europa.eu/esco/skill/87219dfe-a21c-4160-8cc8-1eabf9b16b44,LanguageSkill,Italian,The Italian language. Italian is an official language of the EU.,knowledge,transversal,released,Language,low,True,LANG_87219dfe-a21c-4160-8cc8-1eabf9b16b44
http://data.europa.eu/esco/skill/877057bc-7be8-4d40-9bab-cda10eb4b999,LanguageSkill,write Ancient Greek,Compose written texts in Ancient Greek.,skill/competence,transversal,released,Language,low,True,LANG_877057bc-7be8-4d40-9bab-cda10eb4b999
http://data.europa.eu/esco/skill/88778b48-d8dd-4c7e-8154-6f45fab4b0e9,LanguageSkill,understand spoken Maltese,Comprehend orally expressed Maltese.,skill/competence,transversal,released,Language,low,True,LANG_88778b48-d8dd-4c7e-8154-6f45fab4b0e9
http://data.europa.eu/esco/skill/894f3286-ae58-4a13-a8ed-9aa7c5c77c18,LanguageSkill,interact verbally in Romani,Communicate orally in Romani.,skill/competence,transversal,released,Language,low,True,LANG_894f3286-ae58-4a13-a8ed-9aa7c5c77c18
http://data.europa.eu/esco/skill/895b3eab-d1e7-443d-8ba3-745f67462207,LanguageSkill,interact verbally in Russian,Communicate orally in Russian.,skill/competence,transversal,released,Language,low,True,LANG_895b3eab-d1e7-443d-8ba3-745f67462207
http://data.europa.eu/esco/skill/896b0b7f-e793-4b3f-a7a6-4ab1d237f695,LanguageSkill,Ancient Greek,The Ancient Greek language.,knowledge,cross-sector,released,Language,low,True,LANG_896b0b7f-e793-4b3f-a7a6-4ab1d237f695
http://data.europa.eu/esco/skill/8a45f04a-cd28-4ac1-8e8b-ecfd21be0b18,LanguageSkill,Hebrew,The Hebrew language.,knowledge,transversal,released,Language,low,True,LANG_8a45f04a-cd28-4ac1-8e8b-ecfd21be0b18
http://data.europa.eu/esco/skill/8d09f7c2-d10c-4818-a91d-d2f1b8ec7973,LanguageSkill,write Gujarati,Compose written texts in Gujarati.,skill/competence,transversal,released,Language,low,True,LANG_8d09f7c2-d10c-4818-a91d-d2f1b8ec7973
http://data.europa.eu/esco/skill/8dbd15c6-ecf0-468c-8ae1-f6eb360743dd,LanguageSkill,Welsh,The Welsh language.,knowledge,transversal,released,Language,low,True,LANG_8dbd15c6-ecf0-468c-8ae1-f6eb360743dd
http://data.europa.eu/esco/skill/8e12171c-d2b4-4a79-a3ff-ebe18913cc9f,LanguageSkill,understand written Kazakh,Read and comprehend written texts in ​Kazakh.,skill/competence,transversal,released,Language,low,True,LANG_8e12171c-d2b4-4a79-a3ff-ebe18913cc9f
http://data.europa.eu/esco/skill/8e46288c-025c-4d28-8316-13a21f25f964,LanguageSkill,understand spoken Serbian,Comprehend orally expressed Serbian.,skill/competence,transversal,released,Language,low,True,LANG_8e46288c-025c-4d28-8316-13a21f25f964
http://data.europa.eu/esco/skill/8ee2b6f2-7017-4b9a-9de2-4dedf0711394,LanguageSkill,Catalan,The Catalan language.,knowledge,transversal,released,Language,low,True,LANG_8ee2b6f2-7017-4b9a-9de2-4dedf0711394
http://data.europa.eu/esco/skill/8ef3eccc-a847-430e-b828-cf178803b8c1,LanguageSkill,Romani,The language family of Romani languages.,knowledge,transversal,released,Language,low,True,LANG_8ef3eccc-a847-430e-b828-cf178803b8c1
http://data.europa.eu/esco/skill/8f1efe4e-5f92-43b0-a329-3c17c1460a37,LanguageSkill,understand written Azerbaijani,Read and comprehend written texts in Azerbaijani.,skill/competence,transversal,released,Language,low,True,LANG_8f1efe4e-5f92-43b0-a329-3c17c1460a37
http://data.europa.eu/esco/skill/8f4c0fe6-10c7-409e-92d6-245f46728209,LanguageSkill,Irish,The Irish language. Irish is an official and working language of the EU.,knowledge,transversal,released,Language,low,True,LANG_8f4c0fe6-10c7-409e-92d6-245f46728209
http://data.europa.eu/esco/skill/8ff32017-9a19-400c-8de5-8a93198864be,LanguageSkill,write Maltese,Compose written texts in Maltese.,skill/competence,transversal,released,Language,low,True,LANG_8ff32017-9a19-400c-8de5-8a93198864be
http://data.europa.eu/esco/skill/91161335-8adf-4567-8fa5-62fb37948664,LanguageSkill,write Walloon,Compose written texts in ​Walloon.,skill/competence,transversal,released,Language,low,True,LANG_91161335-8adf-4567-8fa5-62fb37948664
http://data.europa.eu/esco/skill/9273eec7-e9ce-4860-88fb-9f30faeea34d,LanguageSkill,understand written Serbian,Read and comprehend written texts in Serbian.,skill/competence,transversal,released,Language,low,True,LANG_9273eec7-e9ce-4860-88fb-9f30faeea34d
http://data.europa.eu/esco/skill/92ca09cb-e827-4c49-b318-8f540de4debb,LanguageSkill,understand spoken Hebrew,Comprehend orally expressed Hebrew.,skill/competence,transversal,released,Language,low,True,LANG_92ca09cb-e827-4c49-b318-8f540de4debb
http://data.europa.eu/esco/skill/93c6c3ac-e344-460b-888f-662f6dcc7685,LanguageSkill,understand written Latin,Read and comprehend written texts in Latin.,skill/competence,transversal,released,Language,low,True,LANG_93c6c3ac-e344-460b-888f-662f6dcc7685
http://data.europa.eu/esco/skill/943fe908-c465-4e91-944c-20e2242fd03a,LanguageSkill,understand spoken Bulgarian,Comprehend orally expressed Bulgarian.,skill/competence,transversal,released,Language,low,True,LANG_943fe908-c465-4e91-944c-20e2242fd03a
http://data.europa.eu/esco/skill/96ab25a3-c89b-43ea-833b-26b637c3b6ed,LanguageSkill,understand written Dutch,Read and comprehend written texts in Dutch.,skill/competence,transversal,released,Language,low,True,LANG_96ab25a3-c89b-43ea-833b-26b637c3b6ed
http://data.europa.eu/esco/skill/96e70743-6a84-4fee-b226-fe10cddb266e,LanguageSkill,Latin,The Latin language.,knowledge,cross-sector,released,Language,low,True,LANG_96e70743-6a84-4fee-b226-fe10cddb266e
http://data.europa.eu/esco/skill/97ca0f19-c53f-4c38-b983-398345cba227,LanguageSkill,write Albanian,Compose written texts in Albanian.,skill/competence,transversal,released,Language,low,True,LANG_97ca0f19-c53f-4c38-b983-398345cba227
http://data.europa.eu/esco/skill/98d31888-bb47-4f54-b339-bd0b9c289048,LanguageSkill,interact verbally in Slovenian,Communicate orally in Slovenian.,skill/competence,transversal,released,Language,low,True,LANG_98d31888-bb47-4f54-b339-bd0b9c289048
http://data.europa.eu/esco/skill/99933cd7-7868-4f83-8bb3-d747433159d3,LanguageSkill,understand spoken Lithuanian,Comprehend orally expressed Lithuanian.,skill/competence,transversal,released,Language,low,True,LANG_99933cd7-7868-4f83-8bb3-d747433159d3
http://data.europa.eu/esco/skill/9996836f-788c-4f04-a792-c831b2e94e2f,LanguageSkill,understand written Marathi,Read and comprehend written texts in Marathi.,skill/competence,transversal,released,Language,low,True,LANG_9996836f-788c-4f04-a792-c831b2e94e2f
http://data.europa.eu/esco/skill/99b3532b-2f47-47f5-b194-708957acf0a8,LanguageSkill,understand spoken Basque,Comprehend orally expressed Basque.,skill/competence,transversal,released,Language,low,True,LANG_99b3532b-2f47-47f5-b194-708957acf0a8
http://data.europa.eu/esco/skill/9a42bdc6-8496-4874-b9f5-b48207a85282,LanguageSkill,interact verbally in Greek,Communicate orally in Greek.,skill/competence,transversal,released,Language,low,True,LANG_9a42bdc6-8496-4874-b9f5-b48207a85282
http://data.europa.eu/esco/skill/9ace3aae-aeae-4ed6-b625-26bc58345554,LanguageSkill,Slovenian,The Slovenian language. Slovenian is an official and working language of the EU.,knowledge,transversal,released,Language,low,True,LANG_9ace3aae-aeae-4ed6-b625-26bc58345554
http://data.europa.eu/esco/skill/9b0baaa7-fed3-41b7-b74e-9d459f11acfe,LanguageSkill,Gujarati,The Gujarati language.,knowledge,transversal,released,Language,low,True,LANG_9b0baaa7-fed3-41b7-b74e-9d459f11acfe
http://data.europa.eu/esco/skill/9bccf172-587b-489b-84b7-5e1c8cc91520,LanguageSkill,understand written Swedish,Read and comprehend written texts in Swedish.,skill/competence,transversal,released,Language,low,True,LANG_9bccf172-587b-489b-84b7-5e1c8cc91520
http://data.europa.eu/esco/skill/9ce34147-6618-4f1b-bbe3-f46e9aa17211,LanguageSkill,interact verbally in Limburgish,Communicate orally in ​Limburgish.,skill/competence,transversal,released,Language,low,True,LANG_9ce34147-6618-4f1b-bbe3-f46e9aa17211
http://data.europa.eu/esco/skill/9ef06b7c-991c-46a5-9dbc-82506031e8f9,LanguageSkill,understand written Portuguese,Read and comprehend written texts in Portuguese.,skill/competence,transversal,released,Language,low,True,LANG_9ef06b7c-991c-46a5-9dbc-82506031e8f9
http://data.europa.eu/esco/skill/9f3e3f27-1f27-4b77-9bc8-4ec33e33b8b1,LanguageSkill,write Bengali,Compose written texts in Bengali.,skill/competence,transversal,released,Language,low,True,LANG_9f3e3f27-1f27-4b77-9bc8-4ec33e33b8b1
http://data.europa.eu/esco/skill/a0ccc96f-edec-4641-b053-12159ebe5b13,LanguageSkill,understand spoken Spanish,Comprehend orally expressed Spanish.,skill/competence,transversal,released,Language,low,True,LANG_a0ccc96f-edec-4641-b053-12159ebe5b13
http://data.europa.eu/esco/skill/a18e3090-6afb-4afb-a055-1f83bbe498e3,LanguageSkill,Icelandic,The Icelandic language.,knowledge,transversal,released,Language,low,True,LANG_a18e3090-6afb-4afb-a055-1f83bbe498e3
http://data.europa.eu/esco/skill/a2358129-ba05-49bb-914f-03420a8be102,LanguageSkill,understand written Hebrew,Read and comprehend written texts in Hebrew.,skill/competence,transversal,released,Language,low,True,LANG_a2358129-ba05-49bb-914f-03420a8be102
